Unnamed: 0,Stream start time,Stream URL,Stream length,Avg viewers,Peak viewers,Followers gained,Followers per hour,Views,Views per hour,Games
16,Monday 18th January 2021 18:37,https://sullygnome.com/channel/ranboolive/stream/41364488318,367,48151,71206,19393,3102,292917,44872,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
17,Sunday 17th January 2021 21:30,https://sullygnome.com/channel/ranboolive/stream/41353669438,329,51922,64534,14216,2584,240787,40573,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
18,Saturday 16th January 2021 22:02,https://sullygnome.com/channel/ranboolive/stream/41340465982,312,56231,93224,16912,3221,256568,48870,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
19,Saturday 16th January 2021 02:32,https://sullygnome.com/channel/ranboolive/stream/41329784414,207,38107,43996,6871,1963,102252,29214,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
20,Friday 15th January 2021 19:55,https://sullygnome.com/channel/ranboolive/stream/41324563870,49,70876,99019,4728,4728,98513,40952,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
21,Thursday 14th January 2021 19:38,https://sullygnome.com/channel/ranboolive/stream/41312042014,321,39344,66124,14908,2710,274600,49927,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
22,Wednesday 13th January 2021 23:41,https://sullygnome.com/channel/ranboolive/stream/41302605054,288,50315,61805,14016,2803,183382,33826,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
23,Tuesday 12th January 2021 21:50,https://sullygnome.com/channel/ranboolive/stream/41289221710,219,36524,40296,8395,2238,145696,38852,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Among Us|among_Us|https://static-cdn.jtvnw.net/ttv-boxart/Among%20Us-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
24,Monday 11th January 2021 23:16,https://sullygnome.com/channel/ranboolive/stream/41279217886,118,62849,65930,6531,3265,99786,49893,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
25,Sunday 10th January 2021 19:56,https://sullygnome.com/channel/ranboolive/stream/41266533454,228,38913,65498,16236,4059,181372,33425,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
26,Saturday 9th January 2021 19:50,https://sullygnome.com/channel/ranboolive/stream/41254074350,279,25226,30139,11025,2321,142002,29895,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
27,Saturday 9th January 2021 00:45,https://sullygnome.com/channel/ranboolive/stream/41244358510,135,40588,43826,6805,2722,74534,23703,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
28,Thursday 7th January 2021 23:06,https://sullygnome.com/channel/ranboolive/stream/41231273966,143,52722,61862,10925,4370,102709,41083,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
29,Wednesday 6th January 2021 19:11,https://sullygnome.com/channel/ranboolive/stream/41217620462,153,68091,105475,30501,11091,-2989872,89018,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
30,Tuesday 5th January 2021 19:55,https://sullygnome.com/channel/ranboolive/stream/41206240382,109,44377,60916,12120,6060,222585,60926,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
31,Tuesday 5th January 2021 04:31,https://sullygnome.com/channel/ranboolive/stream/41200797134,193,28273,32670,7976,2454,74143,20931,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
32,Sunday 3rd January 2021 23:00,https://sullygnome.com/channel/ranboolive/stream/41185305454,149,21921,24897,5208,2083,69489,22071,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
33,Saturday 2nd January 2021 21:14,https://sullygnome.com/channel/ranboolive/stream/41172050830,330,15873,18028,8437,1534,83080,15105,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
34,Saturday 2nd January 2021 03:07,https://sullygnome.com/channel/ranboolive/stream/41164439966,187,30626,37645,7078,2177,69309,21325,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
1,Thursday 31st December 2020 21:58,https://sullygnome.com/channel/ranboolive/stream/41149570510,436,16890,21650,13139,1812,120641,15892,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
2,Thursday 31st December 2020 00:33,https://sullygnome.com/channel/ranboolive/stream/41138783294,176,18515,26559,5365,1788,60366,20122,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
3,Wednesday 30th December 2020 04:00,https://sullygnome.com/channel/ranboolive/stream/41129233966,179,24684,47042,9650,3216,77677,23381,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
4,Monday 28th December 2020 16:47,https://sullygnome.com/channel/ranboolive/stream/41109421150,147,19855,28436,9461,3784,62708,19923,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
5,Sunday 27th December 2020 23:11,https://sullygnome.com/channel/ranboolive/stream/41100875262,243,25724,34684,16586,3902,126546,25922,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Who's Your Daddy|Whos_Your_Daddy|https://static-cdn.jtvnw.net/ttv-boxart/Who%27s%20Your%20Daddy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
6,Sunday 27th December 2020 03:10,https://sullygnome.com/channel/ranboolive/stream/41091603758,274,21348,34548,11312,2381,86734,18259,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
7,Friday 25th December 2020 21:11,https://sullygnome.com/channel/ranboolive/stream/41076787358,213,15445,24799,11660,3109,80294,18829,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
8,Friday 25th December 2020 04:01,https://sullygnome.com/channel/ranboolive/stream/41070780238,268,20491,34875,8324,1849,83226,17734,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
9,Thursday 24th December 2020 04:11,https://sullygnome.com/channel/ranboolive/stream/41061375326,168,14644,16458,6290,2096,47056,13789,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
10,Tuesday 22nd December 2020 20:33,https://sullygnome.com/channel/ranboolive/stream/41045264750,341,17966,20293,14399,2504,108789,17404,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
11,Monday 21st December 2020 21:20,https://sullygnome.com/channel/ranboolive/stream/41034402686,309,22583,32659,20224,3852,129514,24205,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
12,Sunday 20th December 2020 21:00,https://sullygnome.com/channel/ranboolive/stream/41023250670,224,18808,27126,14238,3796,104439,26279,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
13,Saturday 19th December 2020 20:47,https://sullygnome.com/channel/ranboolive/stream/41011808366,327,12413,17379,15528,2823,104457,17070,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
14,Wednesday 16th December 2020 19:57,https://sullygnome.com/channel/ranboolive/stream/40977091326,287,20841,58960,43305,8661,189147,35815,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
15,Monday 14th December 2020 23:45,https://sullygnome.com/channel/ranboolive/stream/40957853374,239,16842,20656,12037,3009,69454,16363,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
16,Sunday 13th December 2020 05:45,https://sullygnome.com/channel/ranboolive/stream/40938365438,179,12285,13722,6952,2317,31319,9487,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
17,Friday 11th December 2020 23:10,https://sullygnome.com/channel/ranboolive/stream/40918744926,79,18675,22680,8177,5451,45599,25670,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
18,Tuesday 8th December 2020 22:40,https://sullygnome.com/channel/ranboolive/stream/40874335022,139,18025,19998,11193,4477,47668,15343,Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100
